"","game_str","play_id","play_per_game","ball_position_x","ball_position_y","ball_position_z","batter","ball_dist","field_x","field_y","batter_hand","hit_side","push_pull"
"1273","1884_012_Vis3AH_Home3A",213,226,7.0407,14.2899,0.0018,651,15.9302447721308,1.6788,-0.4905,"R","R","push"
"1274","1884_012_Vis3AH_Home3A",222,236,0.318,9.9174,-0.1089,547,9.92249700226712,3.3759,-1.1922,"R","R","push"
"1275","1884_012_Vis3AH_Home3A",225,239,14.3703,15.9228,-0.0942,572,21.4485682955763,-1.95,-1.0371,"L","R","pull"
"1276","1884_012_Vis3AH_Home3A",229,243,-154.1268,272.5236,3.73194,786,313.088139403587,2.9295,-0.8802,"R","L","pull"
"1277","1884_012_Vis3AH_Home3A",24,26,-27.34149,190.9929,4.15251,572,192.940003435861,-2.9637,-0.8031,"L","L","push"
"1278","1884_012_Vis3AH_Home3A",256,270,-191.3031,236.3469,3.8712,404,304.066988029316,2.511,-1.563,"R","L","pull"
"1279","1884_012_Vis3AH_Home3A",258,272,6.57993,73.5939,-0.452325,442,73.887465757156,-3.7605,-0.3225,"L","R","pull"
"1280","1884_012_Vis3AH_Home3A",38,41,-121.1058,213.9429,4.1169,786,245.841776868884,2.4213,-1.3251,"R","L","pull"
"1281","1884_012_Vis3AH_Home3A",41,44,4.392,12.2505,-0.0957,475,13.0140083851979,2.9994,-0.7131,"R","R","push"
"1282","1884_012_Vis3AH_Home3A",60,66,-3.03912,51.3567,0.510135,936,51.4465439584079,-2.784,-1.0896,"L","L","push"
"1283","1884_012_Vis3AH_Home3A",62,68,-1.1238,4.6977,-0.0555,651,4.83024965503855,1.7079,0.1047,"R","L","pull"
"1284","1884_012_Vis3AH_Home3A",66,72,-13.80939,22.06581,0.870357,565,26.0307361234407,-3.0618,-0.8271,"L","L","push"
"1285","1884_012_Vis3AH_Home3A",68,74,-146.8968,232.0035,5.7594,547,274.59842290605,2.5725,-1.2174,"R","L","pull"
"1286","1884_013_Vis4AM_Home4A",121,121,207.1224,247.692,6.45531,427,322.879258308365,2.6754,0.0789,"R","R","push"
"1287","1884_013_Vis4AM_Home4A",125,125,-0.5724,4.047,-0.1734,460,4.08727913898721,2.7195,-1.4445,"R","L","pull"
"1288","1884_013_Vis4AM_Home4A",13,13,-2.6421,3.2256,-0.18,337,4.16955486473077,-2.6619,0.1893,"L","L","push"
"1289","1884_013_Vis4AM_Home4A",131,131,-154.6371,302.169,39.8613,431,339.438856434277,-1.9287,-1.7457,"L","L","push"
"1290","1884_013_Vis4AM_Home4A",151,151,6.08256,286.6446,3.79023,776,286.709128290875,2.5728,-0.7632,"R","R","push"
"1291","1884_013_Vis4AM_Home4A",157,157,1.158,8.6841,-0.1488,337,8.76096780099094,-1.6695,0.27,"L","R","pull"
"1292","1884_013_Vis4AM_Home4A",160,160,-0.815808,29.11674,-0.1218126,467,29.1281666247717,2.0613,-1.6881,"R","L","pull"
"1293","1884_013_Vis4AM_Home4A",195,195,27.43632,44.4012,-0.400125,427,52.1940438803356,1.9242,-1.6545,"R","R","push"
"1294","1884_013_Vis4AM_Home4A",215,215,0.5601,11.6394,-0.1335,460,11.652868503935,4.4508,0.0795,"R","R","push"
"1295","1884_013_Vis4AM_Home4A",223,223,60.9429,96.4194,5.82126,345,114.064620968861,2.3424,-2.1381,"R","R","push"
"1296","1884_013_Vis4AM_Home4A",230,230,-32.1951,304.29,5.86095,776,305.988445147868,3.4992,0.2781,"R","L","pull"
"1297","1884_013_Vis4AM_Home4A",25,25,-1.155,5.7708,-0.1602,636,5.88524915700262,-3.0684,-0.6933,"L","L","push"
"1298","1884_013_Vis4AM_Home4A",257,257,-168.063,267.2067,4.40559,636,315.665317217286,-3.483,-0.4227,"L","L","push"
"1299","1884_013_Vis4AM_Home4A",262,262,139.8411,183.2997,-0.645525,427,230.552192072207,2.742,0.1095,"R","R","push"
"1300","1884_013_Vis4AM_Home4A",267,267,-2.4303,2.7843,-0.1806,638,3.69576576368146,-2.4924,-1.6917,"L","L","push"
"1301","1884_013_Vis4AM_Home4A",270,270,-116.1051,316.323,4.08396,460,336.95791217155,2.7048,-1.4475,"R","L","pull"
"1302","1884_013_Vis4AM_Home4A",41,41,60.4119,389.745,3.10899,638,394.399242756132,-2.1399,-1.2354,"L","R","pull"
"1303","1884_013_Vis4AM_Home4A",49,49,-1.995,5.3562,-0.1641,431,5.71567174004946,-2.3301,-0.9555,"L","L","push"
"1304","1884_013_Vis4AM_Home4A",55,55,-7.13616,83.9742,-0.615987,345,84.2768713538038,2.9463,-1.9842,"R","L","pull"
"1305","1884_013_Vis4AM_Home4A",84,84,1.3785,7.5162,-0.1551,337,7.64156559155256,-2.877,-1.0569,"L","R","pull"
"1306","1884_013_Vis4AM_Home4A",86,86,-134.9934,223.3947,6.38241,467,261.014195076915,2.1345,-1.4574,"R","L","pull"
"1307","1884_014_Vis2AG_Home2A",106,107,-12.79122,57.9918,0.0827193,798,59.3857236743681,-2.955,-0.8817,"L","L","push"
"1308","1884_014_Vis2AG_Home2A",110,112,1.5573,5.5602,-0.2118,973,5.77416724125653,2.7228,-1.0548,"R","R","push"
"1309","1884_014_Vis2AG_Home2A",123,125,-0.952938,53.583,0.89199,993,53.5914730142011,-2.688,-1.002,"L","L","push"
"1310","1884_014_Vis2AG_Home2A",127,129,5.31306,26.7036,0.1323306,513,27.2270244338892,2.5953,-0.8364,"R","R","push"
"1311","1884_014_Vis2AG_Home2A",143,145,-42.1344,123.3717,-0.748581,471,130.368263102068,-2.6223,-0.9786,"L","L","push"
"1312","1884_014_Vis2AG_Home2A",152,155,55.821,56.5395,0.384726,492,79.4524958780402,2.5179,-0.7011,"R","R","push"
"1313","1884_014_Vis2AG_Home2A",157,160,-4.91418,36.3096,0.1982703,798,36.6406361466665,-2.919,-0.9573,"L","L","push"
"1314","1884_014_Vis2AG_Home2A",159,162,-153.0165,175.9011,-0.658971,544,233.142116001078,-3.1185,-1.0572,"L","L","push"
"1315","1884_014_Vis2AG_Home2A",18,18,-4.83738,19.39329,0.1898475,993,19.9874946476165,-2.7711,-1.3236,"L","L","push"
"1316","1884_014_Vis2AG_Home2A",184,188,-97.4694,140.3097,-1.473186,993,170.842312822234,2.0823,-1.692,"R","L","pull"
"1317","1884_014_Vis2AG_Home2A",190,194,100.3683,257.1342,3.11499,513,276.028608036432,2.6106,-0.4764,"R","R","push"
"1318","1884_014_Vis2AG_Home2A",202,206,3.6966,8.325,-0.2667,702,9.10881312575903,2.6784,-0.7767,"R","R","push"
"1319","1884_014_Vis2AG_Home2A",21,21,-168.5175,218.9127,2.401677,513,276.262407915988,2.2074,-1.095,"R","L","pull"
"1320","1884_014_Vis2AG_Home2A",23,23,-61.3773,240.5646,-0.342396,471,248.271020718186,-2.7498,-0.9129,"L","L","push"
"1321","1884_014_Vis2AG_Home2A",245,249,-11.595,20.9394,-0.2331,798,23.9353817049154,-3.8472,-0.4464,"L","L","push"
"1322","1884_014_Vis2AG_Home2A",47,47,9.90924,52.0365,0.2991828,702,52.9715996513943,2.667,-0.7923,"R","R","push"
"1323","1884_014_Vis2AG_Home2A",54,55,-15.34431,221.8899,-0.0931029,798,222.41981829726,-2.7819,-1.284,"L","L","push"
"1324","1884_014_Vis2AG_Home2A",55,56,-86.5698,150.8856,-1.217172,544,173.956300717738,-4.3281,-0.5562,"L","L","push"
"1325","1884_014_Vis2AG_Home2A",60,61,2.4528,4.578,-0.1938,787,5.19367999014186,2.2998,-0.9435,"R","R","push"
"1326","1884_014_Vis2AG_Home2A",71,72,2.5611,9.3108,-0.2604,513,9.65661585908853,2.4075,-1.1418,"R","R","push"
"1327","1884_014_Vis2AG_Home2A",86,87,-60.2097,348.693,4.42392,471,353.853099778835,-2.1279,0.1767,"L","L","push"
"1328","1884_014_Vis2AG_Home2A",88,89,34.7019,342.387,2.853993,702,344.141075189536,2.6424,-0.6699,"R","R","push"
"1329","1884_014_Vis4AM_Home4A",100,101,13.02,-18.12663,2.777589,345,22.3180446087219,2.6007,-0.8028,"R","R","push"
"1330","1884_014_Vis4AM_Home4A",101,102,-87.9339,366.465,4.10637,467,376.867306878973,2.607,-0.8784,"R","L","pull"
"1331","1884_014_Vis4AM_Home4A",111,112,64.8246,357.072,3.7098,636,362.908586215813,-3.0639,0.1098,"L","R","pull"
"1332","1884_014_Vis4AM_Home4A",117,118,-92.1126,227.8794,-1.944936,427,245.79209105079,2.1087,-0.9711,"R","L","pull"
"1333","1884_014_Vis4AM_Home4A",146,149,-126.3675,179.1075,2.904546,868,219.199091267505,2.3763,-1.4229,"R","L","pull"
"1334","1884_014_Vis4AM_Home4A",172,175,-58.8126,272.4399,-1.727109,345,278.715663411244,1.8807,-1.8648,"R","L","pull"
"1335","1884_014_Vis4AM_Home4A",178,181,-9.2757,19.9374,-0.0978,636,21.9895095272723,-3.8739,-0.9924,"L","L","push"
"1336","1884_014_Vis4AM_Home4A",223,226,70.9032,101.7762,4.07505,460,124.038940082056,1.7985,-0.8067,"R","R","push"
"1337","1884_014_Vis4AM_Home4A",228,231,-196.3947,233.8785,5.4387,868,305.401425914058,2.6265,0.2571,"R","L","pull"
"1338","1884_014_Vis4AM_Home4A",235,238,1.4613,5.2764,-0.1809,520,5.47501549312876,-2.376,-1.695,"L","R","pull"
"1339","1884_014_Vis4AM_Home4A",26,27,158.2395,258.342,5.7642,636,302.952683309209,-3.9777,-0.4239,"L","R","pull"
"1340","1884_014_Vis4AM_Home4A",260,263,-116.1249,188.2431,-3.73173,337,221.179694134927,-2.2656,-1.2321,"L","L","push"
"1341","1884_014_Vis4AM_Home4A",264,267,-206.0127,224.4657,8.01819,345,304.673732109908,1.9461,-1.839,"R","L","pull"
"1342","1884_014_Vis4AM_Home4A",265,268,-9.77094,58.1322,-0.0367476,467,58.9476373175685,1.9815,-1.6953,"R","L","pull"
"1343","1884_014_Vis4AM_Home4A",27,28,-3.4899,5.118,-0.1677,427,6.19462073173169,2.6019,-0.0594,"R","L","pull"
"1344","1884_014_Vis4AM_Home4A",270,273,-1.9431,9.1977,-0.1512,636,9.40070863818255,-3.6699,0.0303,"L","L","push"
"1345","1884_014_Vis4AM_Home4A",272,275,-68.4519,275.2128,4.26441,427,283.597862998736,2.3046,0.1365,"R","L","pull"
"1346","1884_014_Vis4AM_Home4A",291,294,72.2706,276.4734,3.969,638,285.763154608707,-3.0666,-0.8529,"L","R","pull"
"1347","1884_014_Vis4AM_Home4A",292,295,-0.2913,5.4972,-0.1644,460,5.50491267233187,3.0294,-0.3546,"R","L","pull"
"1348","1884_014_Vis4AM_Home4A",330,333,-41.4747,268.5624,3.5916,345,271.746045847681,2.0442,-2.2509,"R","L","pull"
"1349","1884_014_Vis4AM_Home4A",332,335,24.69957,184.842,5.02407,467,186.484942347056,2.5602,-0.2355,"R","R","push"
"1350","1884_014_Vis4AM_Home4A",76,77,-133.323,205.2423,5.1996,868,244.743588349705,2.6331,-0.9795,"R","L","pull"
"1351","1884_014_Vis4AM_Home4A",80,81,39.3477,105.6264,-0.388905,520,112.717247447984,-3.372,-0.2454,"L","R","pull"
"1352","1884_014_Vis4AM_Home4A",84,85,-107.6103,282.7497,6.41241,337,302.534906277243,2.6145,-0.7212,"R","L","pull"
"1353","1884_015_Vis2AG_Home2A",100,107,2.9262,9.864,-0.2628,492,10.2888844118301,1.5888,1.2594,"R","R","push"
"1354","1884_015_Vis2AG_Home2A",106,113,-121.8051,133.0728,2.567016,798,180.40191929647,-2.3388,-1.4385,"L","L","push"
"1355","1884_015_Vis2AG_Home2A",124,131,74.7483,90.222,5.12595,787,117.163636154269,1.8171,-0.6201,"R","R","push"
"1356","1884_015_Vis2AG_Home2A",134,141,-1.512756,233.4294,-0.74229,557,233.434301710515,1.4178,0.4119,"R","L","pull"
"1357","1884_015_Vis2AG_Home2A",141,148,42.2265,179.6865,0.1378872,838,184.581460565518,-3.2124,-1.6899,"L","R","pull"
"1358","1884_015_Vis2AG_Home2A",143,150,-91.3806,365.193,-1.5738,993,376.452309470084,2.1465,-0.03,"R","L","pull"
"1359","1884_015_Vis2AG_Home2A",146,153,7.2699,16.6041,-0.1437,513,18.1258815735953,2.5659,-0.2685,"R","R","push"
"1360","1884_015_Vis2AG_Home2A",162,169,-3.4035,11.0511,-0.2826,471,11.5633309846255,-2.5152,1.1028,"L","L","push"
"1361","1884_015_Vis2AG_Home2A",170,177,0.51,6.8637,-0.2292,492,6.88262142573598,0.4125,-0.3471,"R","R","push"
"1362","1884_015_Vis2AG_Home2A",181,188,-136.1601,347.592,-1.6698,557,373.309216730594,1.1658,0.2625,"R","L","pull"
"1363","1884_015_Vis2AG_Home2A",188,195,-65.6361,203.8995,0.833931,993,214.203416694179,1.9386,1.3479,"R","L","pull"
"1364","1884_015_Vis2AG_Home2A",194,201,18.30219,86.2824,-0.2636412,513,88.202169522955,0.42,-1.8846,"R","R","push"
"1365","1884_015_Vis2AG_Home2A",20,21,13.20585,203.3196,-0.775917,993,203.748016477173,1.8744,0.7104,"R","R","push"
"1366","1884_015_Vis2AG_Home2A",21,22,-25.62126,271.0119,-0.654672,513,272.220313175923,2.7726,0.2127,"R","L","pull"
"1367","1884_015_Vis2AG_Home2A",235,243,142.0704,282.5916,4.39431,471,316.294184180993,-4.1661,-0.0681,"L","R","pull"
"1368","1884_015_Vis2AG_Home2A",244,252,-16.99251,205.3128,-0.957459,492,206.014784032457,2.2254,1.2618,"R","L","pull"
"1369","1884_015_Vis2AG_Home2A",262,270,-100.5081,122.5173,2.326494,557,158.468820166303,1.0971,-0.0312,"R","L","pull"
"1370","1884_015_Vis2AG_Home2A",280,288,66.4563,298.0554,4.81023,838,305.374297017365,-3.6708,-0.5706,"L","R","pull"
"1371","1884_015_Vis2AG_Home2A",282,290,-17.09739,30.4389,0.2105652,993,34.9119947585654,-3.5163,-0.3279,"L","L","push"
"1372","1884_015_Vis2AG_Home2A",287,295,-2.4768,3.2904,-0.1527,513,4.11840629370148,2.37,-0.351,"R","L","pull"
"1373","1884_015_Vis2AG_Home2A",288,296,-28.9344,-21.5424,-0.5904,513,36.0731825754257,-2.3904,0.2904,"L","L","push"
"1374","1884_015_Vis2AG_Home2A",288,296,-28.9344,-21.5424,-0.5904,513,36.0731825754257,-2.3904,0.2904,"L","L","push"
"1375","1884_015_Vis2AG_Home2A",288,296,-28.9344,-21.5424,-0.5904,471,36.0731825754257,-2.3904,0.2904,"L","L","push"
"1376","1884_015_Vis2AG_Home2A",288,296,-28.9344,-21.5424,-0.5904,471,36.0731825754257,-2.3904,0.2904,"L","L","push"
"1377","1884_015_Vis2AG_Home2A",29,30,-18.15213,62.1357,0.409164,471,64.7328744767827,-3.1128,0.4575,"L","L","push"
"1378","1884_015_Vis2AG_Home2A",313,323,46.8453,135.8394,-0.572613,702,143.69003001061,2.5377,0.2877,"R","R","push"
"1379","1884_015_Vis2AG_Home2A",327,337,-172.9497,287.1633,4.05096,787,335.22285064861,1.512,-0.555,"R","L","pull"
"1380","1884_015_Vis2AG_Home2A",58,61,6.76557,20.05506,0.2204571,492,21.1654994986771,2.2296,-1.4841,"R","R","push"
"1381","1884_015_Vis2AG_Home2A",62,66,-102.2544,163.017,-1.006932,798,192.433117233911,-2.7813,-0.9876,"L","L","push"
"1382","1884_015_Vis2AG_Home2A",65,69,1.8234,6.1539,-0.2301,787,6.41835436619076,2.1336,-1.0008,"R","R","push"
"1383","1884_015_Vis2AG_Home2A",66,70,8.40762,33.3384,0.118359,557,34.3822190764994,2.7438,0.0456,"R","R","push"
"1384","1884_015_Vis2AG_Home2A",69,73,149.2554,159.3417,-0.1363656,838,218.327624885286,-2.9025,-0.3888,"L","R","pull"
"1385","1884_015_Vis2AG_Home2A",72,76,0.0435,4.2684,-0.1887,993,4.26862165224326,1.962,-1.5981,"R","R","push"
"1386","1884_015_Vis2AG_Home2A",89,96,-14.59878,192.8481,-0.355875,513,193.39988120756,-0.8454,1.7388,"L","L","push"
"1387","1884_015_Vis2AG_Home2A",91,98,-31.4529,291.852,-0.676014,471,293.54194729614,-2.1927,-1.0932,"L","L","push"
"1388","1884_015_Vis2AG_Home2A",96,103,202.2969,300.162,18.63525,702,361.968592551357,1.3251,0.567,"R","R","push"
"1389","1884_015_Vis4AM_Home4A",112,112,108.7935,176.5959,-0.727728,868,207.417785011459,2.394,-0.2844,"R","R","push"
"1390","1884_015_Vis4AM_Home4A",113,113,-27.65094,374.433,-1.57506,431,375.452588181096,-2.6118,1.1853,"L","L","push"
"1391","1884_015_Vis4AM_Home4A",144,144,-129.4722,169.1439,-0.1757907,337,213.008707521664,1.4394,-0.3966,"R","L","pull"
"1392","1884_015_Vis4AM_Home4A",145,145,13.00917,283.0872,-0.509958,467,283.385958205287,3.2715,0.3057,"R","R","push"
"1393","1884_015_Vis4AM_Home4A",148,148,-20.58315,175.6005,-1.686507,636,176.80271961758,-2.9553,0.2922,"L","L","push"
"1394","1884_015_Vis4AM_Home4A",155,155,-201.0135,256.4661,42.7686,638,325.854703252017,-2.4177,-1.0227,"L","L","push"
"1395","1884_015_Vis4AM_Home4A",160,160,5.8188,13.4487,-0.1683,460,14.6535308076245,2.5512,0.462,"R","R","push"
"1396","1884_015_Vis4AM_Home4A",163,163,-95.97,161.9724,-1.235496,835,188.269220165592,-2.6283,0.5409,"L","L","push"
"1397","1884_015_Vis4AM_Home4A",180,180,1.1979,5.4075,-0.1632,431,5.53859374390287,-1.5918,1.2585,"L","R","pull"
"1398","1884_015_Vis4AM_Home4A",203,203,141.0918,277.2516,0.1623522,467,311.087360286142,1.9554,-0.3762,"R","R","push"
"1399","1884_015_Vis4AM_Home4A",21,21,-51.0579,123.159,-0.645498,467,133.323097899089,1.9029,-0.6306,"R","L","pull"
"1400","1884_015_Vis4AM_Home4A",232,232,-5.7864,20.0067,-0.0846,638,20.8266768796657,-3.3951,-0.3345,"L","L","push"
"1401","1884_015_Vis4AM_Home4A",238,238,-54.0327,329.001,-1.959735,460,333.408444209636,2.0235,-0.5286,"R","L","pull"
"1402","1884_015_Vis4AM_Home4A",240,240,-58.6098,104.5785,5.86539,835,119.882322793187,-2.673,0.0486,"L","L","push"
"1403","1884_015_Vis4AM_Home4A",263,263,0.2946,7.8381,-0.1497,868,7.84363441078178,3.633,-0.0015,"R","R","push"
"1404","1884_015_Vis4AM_Home4A",27,27,-30.2055,77.8644,0.1696524,636,83.5178844177102,-1.9152,1.7343,"L","L","push"
"1405","1884_015_Vis4AM_Home4A",270,270,-40.9431,140.6781,4.59144,431,146.515068362336,-3.0183,0.2673,"L","L","push"
"1406","1884_015_Vis4AM_Home4A",271,271,-2.6445,14.2398,-0.1623,337,14.4832760206384,3.9339,1.569,"R","L","pull"
"1407","1884_015_Vis4AM_Home4A",32,32,-101.4264,147.537,-1.911561,638,179.037652425293,-2.2791,-1.041,"L","L","push"
"1408","1884_015_Vis4AM_Home4A",35,35,43.956,201.8139,-1.759617,460,206.545346520346,2.4789,-0.987,"R","R","push"
"1409","1884_015_Vis4AM_Home4A",57,57,0.372,3.2574,-0.1923,868,3.27857267114822,1.6347,-0.9507,"R","R","push"
"1410","1884_015_Vis4AM_Home4A",59,59,-76.101,212.9721,-1.308621,431,226.160291783085,-2.346,-1.4079,"L","L","push"
"1411","1884_015_Vis4AM_Home4A",62,62,-2.6409,9.1881,-0.1497,337,9.5601011720588,2.064,-0.1938,"R","L","pull"
"1412","1884_015_Vis4AM_Home4A",69,69,-214.6872,226.8543,48.6282,636,312.335504341613,-1.3404,1.3251,"L","L","push"
"1413","1884_015_Vis4AM_Home4A",76,76,-21.16335,42.0684,0.2414997,638,47.0918003667571,-3.4905,-0.1665,"L","L","push"
"1414","1884_016_Vis4AN_Home4A",113,114,-2.0475,20.7222,-0.1116,835,20.8231080554753,-2.5347,-1.0392,"L","L","push"
"1415","1884_016_Vis4AN_Home4A",124,125,-0.3201,3.9189,-0.1923,520,3.93195132472415,-2.691,0.1092,"L","L","push"
"1416","1884_016_Vis4AN_Home4A",128,129,2.9466,9.3993,-0.1548,345,9.85034476807792,3.2037,0.1026,"R","R","push"
"1417","1884_016_Vis4AN_Home4A",145,146,30.4275,294.5049,4.26684,467,296.072573671152,2.9934,-0.4161,"R","R","push"
"1418","1884_016_Vis4AN_Home4A",146,147,-18.83037,119.3952,-0.0960912,636,120.870991628996,-2.9193,0.0381,"L","L","push"
"1419","1884_016_Vis4AN_Home4A",150,151,-102.5118,201.1956,4.68945,427,225.805975559993,2.3985,-1.0854,"R","L","pull"
"1420","1884_016_Vis4AN_Home4A",153,154,-146.6175,213.3702,-0.7572,638,258.88903714582,-2.6814,-0.048,"L","L","push"
"1421","1884_016_Vis4AN_Home4A",154,155,1.425,6.168,-0.1602,460,6.33046988777294,3.0714,-0.7089,"R","R","push"
"1422","1884_016_Vis4AN_Home4A",174,175,-193.2513,273.0066,43.0428,835,334.482688035196,-2.1021,0.2295,"L","L","push"
"1423","1884_016_Vis4AN_Home4A",176,177,-6.5751,17.9403,-0.1215,337,19.1072317225704,2.7453,-0.003,"R","L","pull"
"1424","1884_016_Vis4AN_Home4A",182,183,97.2354,275.1708,6.03219,520,291.845322364091,-1.8351,-0.1722,"L","R","pull"
"1425","1884_016_Vis4AN_Home4A",193,194,15.32766,374.196,-0.786918,636,374.509791029655,-2.8332,-0.1614,"L","R","pull"
"1426","1884_016_Vis4AN_Home4A",197,198,-31.8312,286.7793,4.7799,427,288.540451586827,1.8513,-1.7247,"R","L","pull"
"1427","1884_016_Vis4AN_Home4A",21,21,-81.1254,332.469,5.9337,467,342.223562143462,2.4318,-0.1419,"R","L","pull"
"1428","1884_016_Vis4AN_Home4A",211,212,-103.6281,279.0801,-0.841149,638,297.698648511578,-3.264,-0.345,"L","L","push"
"1429","1884_016_Vis4AN_Home4A",24,24,52.3683,223.2576,-1.220811,636,229.317236165645,-3.7074,0.9507,"L","R","pull"
"1430","1884_016_Vis4AN_Home4A",247,249,-38.484,96.8406,-0.313746,345,104.207101794264,2.9109,-1.05,"R","L","pull"
"1431","1884_016_Vis4AN_Home4A",252,254,243.9441,254.2932,20.0223,467,352.38296708418,3.831,-0.5124,"R","R","push"
"1432","1884_016_Vis4AN_Home4A",257,259,1.2204,9.7788,-0.1455,427,9.8546590808612,3.3168,0.1791,"R","R","push"
"1433","1884_016_Vis4AN_Home4A",31,31,13.16691,277.9089,5.25741,638,278.220639453938,-2.5191,-0.7536,"L","R","pull"
"1434","1884_016_Vis4AN_Home4A",46,46,59.7846,364.962,4.91676,460,369.826256289572,3.0801,-1.0461,"R","R","push"
"1435","1884_016_Vis4AN_Home4A",65,65,0.0996,1.9803,-0.2001,345,1.98280312941048,2.7363,-1.5039,"R","R","push"
"1436","1884_016_Vis4AN_Home4A",70,70,14.56707,232.1841,5.6958,467,232.64061515822,3.4125,0.0369,"R","R","push"
"1437","1884_016_Vis4AN_Home4A",92,92,0.093,8.5902,-0.1473,427,8.59070340775422,2.3298,0.6186,"R","R","push"
"1438","1884_016_Vis4AN_Home4A",97,98,0.5436,9.7242,-0.1419,638,9.73938224940371,-2.502,-0.054,"L","R","pull"
"1439","1884_017_Vis1AL_Home1A",11,13,-118.5825,170.9988,5.59146,753,208.092284594336,2.9772,-1.02,"R","L","pull"
"1440","1884_017_Vis1AL_Home1A",114,119,-48.2271,420.786,19.59147,892,423.540683961305,-2.5737,-1.3359,"L","L","push"
"1441","1884_017_Vis1AL_Home1A",118,123,-17.86026,118.2645,-0.1655445,537,119.605521810314,2.5362,-0.7146,"R","L","pull"
"1442","1884_017_Vis1AL_Home1A",12,14,-72.8814,226.7778,0.0927672,737,238.201320396844,-2.6718,-1.269,"L","L","push"
"1443","1884_017_Vis1AL_Home1A",144,149,23.38767,150.4431,2.612652,856,152.250154172792,-3.1788,-0.3576,"L","R","pull"
"1444","1884_017_Vis1AL_Home1A",149,154,11.58549,25.44264,0.2582652,753,27.9562427502284,2.2869,1.4454,"R","R","push"
"1445","1884_017_Vis1AL_Home1A",167,172,-4.5456,12.4341,-0.0516,737,13.238932063048,-2.3055,-0.9912,"L","L","push"
"1446","1884_017_Vis1AL_Home1A",170,175,5.6976,6.72,-0.0567,626,8.81028068565355,2.6772,0.7362,"R","R","push"
"1447","1884_017_Vis1AL_Home1A",171,176,37.5855,55.1454,0.068856,639,66.7359344836798,3.408,1.5282,"R","R","push"
"1448","1884_017_Vis1AL_Home1A",185,190,3.03822,22.42071,0.037065,630,22.6256274536752,-2.5611,-0.5379,"L","R","pull"
"1449","1884_017_Vis1AL_Home1A",188,193,45.7365,120.624,-0.411837,892,129.00378602293,-2.5272,-1.3989,"L","R","pull"
"1450","1884_017_Vis1AL_Home1A",36,38,-50.4381,90.3168,7.55664,639,103.44624833144,3.2871,-1.2573,"R","L","pull"
"1451","1884_017_Vis1AL_Home1A",37,39,-2.4099,6.1506,-0.0411,630,6.6058684796172,-3.123,-1.1928,"L","L","push"
"1452","1884_017_Vis1AL_Home1A",40,42,9.91125,268.7382,4.7712,630,268.920904757891,-3.1287,-1.2219,"L","R","pull"
"1453","1884_017_Vis1AL_Home1A",63,65,36.2517,125.2962,6.79221,856,130.435131338647,-2.8575,-1.1127,"L","R","pull"
"1454","1884_017_Vis1AL_Home1A",66,68,148.6029,295.7991,6.0174,435,331.028593099176,-2.7861,-0.987,"L","R","pull"
"1455","1884_017_Vis1AL_Home1A",79,83,-10.5072,301.854,5.5917,753,302.036816576788,2.7789,-1.113,"R","L","pull"
"1456","1884_017_Vis1AL_Home1A",81,85,-1.9962,12.231,-0.0546,737,12.3928275804999,-2.4813,-1.3089,"L","L","push"
"1457","1884_017_Vis1AL_Home1A",85,89,-0.1700445,44.4753,0.2142486,626,44.4756250683673,2.9385,-0.6459,"R","L","pull"
"1458","1884_017_Vis4AN_Home4A",121,121,-161.9004,214.2774,-0.2386599,520,268.563853991784,-2.5776,0.5175,"L","L","push"
"1459","1884_017_Vis4AN_Home4A",125,125,-156.3438,168.3678,5.9979,345,229.763138634725,1.9503,-1.839,"R","L","pull"
"1460","1884_017_Vis4AN_Home4A",127,127,139.4259,214.1346,-0.6786,467,255.525357857043,3.0009,0.4638,"R","R","push"
"1461","1884_017_Vis4AN_Home4A",128,128,24.8109,161.586,4.45917,636,163.479711752896,-3.5346,0.6954,"L","R","pull"
"1462","1884_017_Vis4AN_Home4A",133,133,-71.0496,289.6275,4.69275,835,298.214913135494,-2.4027,-0.3666,"L","L","push"
"1463","1884_017_Vis4AN_Home4A",150,150,-5.82522,284.7048,4.77879,638,284.764387399633,-1.9674,-1.3311,"L","L","push"
"1464","1884_017_Vis4AN_Home4A",155,155,2.460063,47.9694,-0.1779174,431,48.0324395208485,-2.3769,0.312,"L","R","pull"
"1465","1884_017_Vis4AN_Home4A",158,158,-105.8322,245.2704,1.672338,868,267.129226542136,2.9772,-0.0879,"R","L","pull"
"1466","1884_017_Vis4AN_Home4A",16,16,-109.9293,122.9745,-0.52983,467,164.945987064675,2.2251,-1.0965,"R","L","pull"
"1467","1884_017_Vis4AN_Home4A",160,160,-12.26109,31.0686,0.1813746,337,33.4004825406475,2.3694,-0.03,"R","L","pull"
"1468","1884_017_Vis4AN_Home4A",169,169,1.0137,15.9255,-0.1668,345,15.9577297238674,2.8638,-0.1251,"R","R","push"
"1469","1884_017_Vis4AN_Home4A",189,189,9.1182,26.79498,-0.0355281,467,28.3039312541633,3.3216,-0.3144,"R","R","push"
"1470","1884_017_Vis4AN_Home4A",194,194,118.1394,233.7762,4.5081,636,261.931726827431,-3.4788,0.4653,"L","R","pull"
"1471","1884_017_Vis4AN_Home4A",198,198,-2.0163,4.2792,-0.1815,835,4.73043532140542,-2.433,-0.4269,"L","L","push"
